Attrition_Flag	Selected	Customer_Age	Gender=F	Gender=M	Dependent_count	Education_Level=College	Education_Level=Doctorate	Education_Level=Graduate	Education_Level=High School	Education_Level=Post-Graduate	Education_Level=Uneducated	Education_Level=Unknown	Marital_Status=Divorced	Marital_Status=Married	Marital_Status=Single	Marital_Status=Unknown	Income_Category=$40K - $60K	Income_Category=$60K - $80K	Income_Category=$80K - $120K	Income_Category=$120K +	Income_Category=Less than $40K	Income_Category=Unknown	Card_Category=Blue	Card_Category=Gold	Card_Category=Platinum	Card_Category=Silver	Months_on_book	Total_Relationship_Count	Months_Inactive_12_mon	Contacts_Count_12_mon	Credit_Limit	Total_Revolving_Bal	Avg_Open_To_Buy	Total_Amt_Chng_Q4_Q1	Total_Trans_Amt	Total_Trans_Ct	Total_Ct_Chng_Q4_Q1	Avg_Utilization_Ratio
	No	58	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	36	1	2	3	3736	2209	1527	0.98	15886	118	0.662	0.591
	No	44	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	5	2	3	14450	2440	12010	1.283	1235	30	0.667	0.169
	No	63	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	55	4	1	3	15987	1345	14642	0.729	3640	56	0.867	0.084
	No	31	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	21	4	1	4	6315	1305	5010	0.542	2205	43	0.265	0.207
	No	49	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	38	4	3	0	31302	1953	29349	0.875	1564	35	2.182	0.062
	No	48	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	37	3	4	2	3745	1291	2454	0.631	4956	88	0.796	0.345
	No	59	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	42	3	2	2	16727	1380	15347	0.605	3511	73	0.622	0.083
	No	33	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	22	3	3	3	1438.3	681	757.3	1.542	2730	48	0.778	0.473
	No	38	1	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	33	4	3	1	4047	0	4047	0.648	2134	34	0.478	0
	No	43	1	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	28	6	2	3	6720	2143	4577	0.814	5049	85	0.735	0.319
	No	26	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	21	3	3	2	1438.3	0	1438.3	0.745	2660	89	0.712	0
	No	50	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	3	2	3276	2353	923	0.725	4488	92	0.736	0.718
	No	40	1	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	34	3	4	1	3313	2517	796	1.405	4404.77	20	2.333	0.76
	No	58	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	47	1	1	2	2127	0	2127	0.735	4401	65	0.667	0
	No	65	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	56	3	0	3	6812	1926	4886	0.735	2288	48	0.778	0.283
	No	65	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	42	5	3	2	9706	1968	7738	1.022	3435	58	0.706	0.203
	No	31	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	1	2	11109	2045	9064	0.625	13988	92	0.84	0.184
	No	42	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	2	1	8260	2517	5743	1.049	3299	64	0.73	0.305
	No	45	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	38	1	3	3	3243	1580	1663	1.075	15710	122	0.743	0.487
	No	62	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	56	3	5	1	3807	2517	1290	0.506	1739	36	0.5	0.661
	No	48	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	3	2	3	2571	1955	616	0.531	1234	24	0.714	0.76
	No	35	0	1	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	23	4	3	2	2148	1545	603	0.682	2167	65	0.512	0.719
	No	42	1	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	3	1	3	2757	1785	972	0.735	3766	69	0.605	0.647
	No	41	1	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	1	1	1	4941	1040	3901	0.765	7631	91	0.596	0.21
	No	43	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	31	3	3	3	1438.3	0	1438.3	0.663	1867	45	0.875	0
	No	37	0	1	4	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	31	6	3	0	1702	1018	684	0.645	4301	86	0.72	0.598
	No	46	1	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	38	4	3	2	4120	1578	2542	0.379	4792	81	0.588	0.383
	No	36	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	4	3	0	1558	261	1297	0.775	2424	40	0.6	0.168
	No	45	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	36	2	3	2	12406	1980	10426	0.791	8113	90	0.5	0.16
	No	51	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	34	2	3	2	7551	0	7551	0.894	2977	46	0.394	0
	No	37	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	3	2	2	12944	1399	11545	0.507	4389	84	0.68	0.108
	No	55	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	47	6	1	3	5794	0	5794	0.732	4201	73	0.587	0
	No	49	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	38	3	6	3	16494	1158	15336	0.692	7761	84	0.647	0.07
	No	50	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	37	6	2	1	1438.3	862	576.3	0.65	1391	40	0.212	0.599
	No	41	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	4	6	2	4133	1067	3066	0.632	16100	119	0.608	0.258
	No	27	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	36	2	3	2	13303	2517	10786	0.929	10219	85	0.809	0.189
	No	49	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	6	3	24159	1196	22963	0.712	1111	24	1	0.05
	No	48	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	4	3	3	1438.3	812	626.3	0.667	3868	80	0.702	0.565
	No	60	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	55	2	1	3	3773	0	3773	0.684	14264	118	0.873	0
	No	41	1	0	4	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	36	4	1	0	5654	2470	3184	0.637	15123	111	0.881	0.437
	No	48	1	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	39	2	2	2	21754	0	21754	0.83	9105	104	0.763	0
	No	37	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	5	2	4	3685	1396	2289	0.974	3016	85	0.809	0.379
	No	35	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	24	5	2	4	16915	1679	15236	0.834	2795	55	0.833	0.099
	No	46	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	30	6	2	2	2016	797	1219	1.108	3772	62	0.879	0.395
	No	50	0	1	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	44	4	3	4	19853	1513	18340	0.802	1878	55	0.41	0.076
	No	44	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	36	3	3	4	8075	317	7758	0.585	2415	41	0.577	0.039
	No	51	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	32	3	1	4	7133	0	7133	0.612	2689	62	0.59	0
	No	53	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	44	3	2	2	11012	1328	9684	0.617	3793	86	0.654	0.121
	No	56	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	43	6	3	2	3068	1765	1303	0.853	4611	73	0.698	0.575
	No	57	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	2	3	3542	2417	1125	0.687	4127	71	0.479	0.682
	No	51	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	33	6	2	2	19715	1014	18701	1.437	1979	40	0.667	0.051
	No	50	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	40	5	2	2	6610	1663	4947	0.813	4735	83	0.766	0.252
	No	37	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	3	1	1438.3	787	651.3	0.914	4587	58	0.568	0.547
	No	40	1	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	22	3	3	3	12588	2005	10583	0.996	1561	26	1	0.159
	No	52	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	41	1	3	1	31668	810	30858	0.643	1822	36	0.5	0.026
	No	43	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	33	5	2	3	34516	1844	32672	1.051	4217	79	0.795	0.053
	No	42	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	33	6	3	2	3815	1190	2625	0.852	4430	94	0.741	0.312
	No	45	1	0	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	36	2	5	2	14416	0	14416	0.788	13820	99	0.65	0
	No	46	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	3	2	2	23512	1562	21950	0.632	3764	60	0.538	0.066
	No	45	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	4	3	1	4602	1517	3085	1.292	3520	66	1	0.33
	No	53	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	3	2	3539	2517	1022	0.569	1677	45	0.5	0.711
	No	44	1	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	26	4	3	0	7277	0	7277	0.758	4458	71	0.578	0
	No	47	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	32	3	5	2	3842	1563	2279	0.781	14751	107	0.726	0.407
	No	42	1	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	33	4	2	2	2899	1952	947	0.667	4906	94	0.679	0.673
	No	44	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	5	3	4	5409	0	5409	0.819	10291	60	0.818	0
	No	40	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	30	5	3	3	25188	1295	23893	0.557	1513	38	0.583	0.051
	No	49	0	1	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	33	5	1	3	3653	881	2772	0.846	3297	66	0.692	0.241
	No	55	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	46	5	4	4	4589	1622	2967	0.425	1569	33	0.269	0.353
	No	50	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	45	6	2	4	32719	1650	31069	0.717	4037	60	0.714	0.05
	No	42	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	30	2	2	3	6414	0	6414	0.718	708	14	0.4	0
	No	37	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	3	2	1	2588	1782	806	0.546	4159	83	0.766	0.689
	No	42	1	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	2	3	3188	2002	1186	0.825	4606	83	0.804	0.628
	No	36	1	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	21	3	1	2	34516	907	33609	0.572	2298	55	0.719	0.026
	No	44	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	38	3	1	3	2440	1501	939	0.744	4382	88	0.66	0.615
	No	47	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	35	3	3	2	2793	1517	1276	0.712	3485	72	0.895	0.543
	No	50	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	39	3	2	1	1773	0	1773	0.228	1764	30	0.111	0
	No	26	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	36	5	2	3	4150	456	3694	1.126	2483	74	0.542	0.11
	No	54	0	1	4	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	3	4	2	7477	1752	5725	0.294	1543	34	0.172	0.234
	No	64	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	45	5	3	2	4417	0	4417	0.904	4253	72	0.895	0
	No	50	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	31	3	3	3	12906	321	12585	0.76	2078	62	0.55	0.025
	No	34	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	24	4	1	0	2799	0	2799	0.696	2311	43	0.654	0
	No	47	0	1	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	34	2	3	6	9080	2174	6906	0.653	2098	46	0.586	0.239
	No	65	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	56	3	3	2	3422	0	3422	0.929	1973	59	0.686	0
	No	46	1	0	3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	38	2	3	3	10018	829	9189	0.844	13819	114	0.81	0.083
	No	36	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	17	5	2	4	2803	1848	955	0.614	1968	64	0.524	0.659
	No	50	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	42	4	5	3	34516	2099	32417	0.449	1756	35	0.25	0.061
	No	51	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	43	4	1	2	3797	1202	2595	0.695	4191	65	0.757	0.317
	No	45	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	41	2	2	2	32426	578	31848	1.042	1109	28	0.474	0.018
	No	62	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	36	6	3	2	4049	0	4049	0.567	4003	73	0.659	0
	No	43	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	37	1	2	3	7872	989	6883	0.809	13746	104	0.733	0.126
	No	53	1	0	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	41	2	1	3	9815	1699	8116	0.62	7962	89	0.561	0.173
	No	44	0	1	5	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	39	5	2	0	16034	1597	14437	0.775	3628	59	0.903	0.1
	No	45	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	37	3	2	2	34516	1495	33021	0.52	3247	70	0.707	0.043
	No	56	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	51	1	3	1	1466	723	743	0.793	5110	86	0.593	0.493
	No	30	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	25	2	3	1	19534	0	19534	0.616	15634	118	0.639	0
	No	52	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	47	6	3	3	2151	1338	813	0.926	3446	58	1	0.622
	No	48	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	3	2	2620	2081	539	0.99	4867	67	0.763	0.794
	No	43	1	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	6	3	1	1531	0	1531	0.704	4152	77	0.54	0
	No	47	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	40	6	1	3	16741	1225	15516	0.641	3608	56	0.514	0.073
	No	47	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	40	2	2	3	11773	0	11773	0.754	5098	58	1.071	0
	No	61	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	36	4	2	1	19354	984	18370	0.956	1207	32	0.684	0.051
	No	48	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	40	6	3	3	4476	0	4476	0.683	3350	67	0.634	0
	No	50	1	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	38	4	2	1	2808	1720	1088	0.836	5137	81	0.723	0.613
	No	44	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	31	5	2	0	24936	2053	22883	0.716	1810	38	0.727	0.082
	No	57	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	5	1	3	1438.3	0	1438.3	0.565	3848	75	0.705	0
	No	47	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	41	6	1	1	2877	1136	1741	0.756	4006	68	0.478	0.395
	No	49	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	42	1	3	1	2215	1347	868	0.655	4656	72	0.636	0.608
	No	27	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	36	4	3	3	2464	0	2464	0.502	2636	50	0.429	0
	No	51	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	42	1	4	4	9989	568	9421	0.52	2053	49	0.485	0.057
	No	46	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	27	5	1	3	3665	1725	1940	0.495	1881	55	0.618	0.471
	No	39	1	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	3	2	3	1776	0	1776	0.518	2201	31	0.292	0
	No	49	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	36	5	3	2	4596	0	4596	0.93	2872	62	0.722	0
	No	50	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	35	1	1	2	34516	1638	32878	0.761	14474	121	0.833	0.047
	No	48	0	1	5	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	36	4	1	2	4100	1956	2144	0.617	3584	61	0.743	0.477
	No	48	1	0	4	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	42	3	1	3	4206	1100	3106	0.587	1144	22	1	0.262
	No	46	1	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	36	4	3	4	2286	0	2286	1.057	2798	40	0.481	0
	No	58	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	3	1	3	2347	2163	184	0.615	1631	40	0.29	0.922
	No	54	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	36	4	1	2	6175	960	5215	0.709	1847	59	0.405	0.155
	No	35	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	30	4	3	4	34516	1018	33498	1.129	2350	55	0.774	0.029
	No	40	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	22	4	2	4	3372	2517	855	0.729	4209	72	0.756	0.746
	No	52	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	32	6	3	4	2427	1581	846	0.694	3857	69	0.816	0.651
	No	60	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	47	3	3	3	9452	2517	6935	0.73	1825	50	0.613	0.266
	No	50	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	37	4	1	2	4743	1687	3056	0.957	3739	55	0.618	0.356
	No	47	0	1	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	2	2	2	2479	1748	731	0.831	8042	85	0.545	0.705
	No	33	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	36	6	1	1	10023	504	9519	0.942	2878	65	0.625	0.05
	No	58	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	47	3	1	2	27088	0	27088	0.581	1135	24	0.846	0
	No	42	1	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	37	5	2	3	2541	1398	1143	0.635	4698	88	0.833	0.55
	No	55	0	1	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	47	5	3	2	3096	2217	879	0.799	2011	41	0.783	0.716
	No	63	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	4	1	4	3552	2517	1035	0.465	1342	26	1	0.709
	No	40	0	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	36	4	4	4	2223	597	1626	0.572	3331	67	0.675	0.269
	No	47	1	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	36	5	3	2	4944	1151	3793	0.801	3684	64	0.829	0.233
	No	38	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	26	1	2	1	3860	1175	2685	0.734	14474	118	0.71	0.304
	No	44	0	1	5	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	34	3	3	5	13477	2057	11420	0.684	3866	67	0.634	0.153
	No	47	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	39	1	3	2	17575	618	16957	0.917	15473	128	0.684	0.035
	No	60	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	48	3	2	3	3302	2517	785	0.785	4613	85	0.932	0.762
	No	45	0	1	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	35	6	2	3	32446	1974	30472	0.621	1717	39	0.696	0.061
	No	40	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	25	3	3	1	1962	0	1962	0.684	1179	27	0.688	0
	No	56	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	51	1	1	2	4675	1340	3335	0.68	8037	100	0.852	0.287
	No	56	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	36	4	3	0	2535	1699	836	0.72	4497	68	0.789	0.67
	No	54	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	41	3	2	4	4658	588	4070	0.856	1351	30	1.5	0.126
	No	48	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	30	6	3	3	16575	0	16575	0.76	3982	77	0.878	0
	No	46	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	33	6	4	3	1664	798	866	0.703	4804	66	0.535	0.48
	No	57	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	47	6	3	4	2248	0	2248	0.735	4439	77	0.54	0
	No	47	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	36	6	3	2	2726	0	2726	0.844	1099	27	0.588	0
	No	39	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	33	6	1	2	2255	0	2255	0.73	4412	81	0.884	0
	No	31	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	22	4	1	3	9096	0	9096	0.768	2318	54	0.688	0
	No	59	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	42	3	3	5	4328	670	3658	0.396	1580	54	0.543	0.155
	No	49	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	36	4	2	5	18253	2517	15736	0.91	3737	73	0.587	0.138
	No	29	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	18	4	1	2	23125	1236	21889	0.995	2536	69	0.865	0.053
	No	48	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	43	5	4	2	1532	1183	349	0.617	4359	78	0.857	0.772
	No	40	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	27	5	3	3	1438.3	988	450.3	0.556	3561	72	0.5	0.687
	No	37	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	27	6	3	3	10320	1799	8521	0.75	1754	45	0.5	0.174
	No	46	0	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	35	6	3	3	11096	0	11096	0.881	3949	69	0.683	0
	No	58	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	46	6	4	3	1438.3	0	1438.3	0.808	4082	82	0.822	0
	No	37	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	32	6	3	3	9661	0	9661	0.926	2825	60	0.818	0
	No	44	0	1	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	40	1	3	1	9199	1230	7969	0.591	15367	123	0.685	0.134
	No	36	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	29	3	2	2	1651	770	881	0.736	2516	54	0.385	0.466
